"","go_ids","Freq"
"1142","GO:0009982",125
"1143","GO:0009986",244
"1144","GO:0009987",23698
"1145","GO:0009991",810
"1146","GO:0009994",41
"1147","GO:0010033",521
"1148","GO:0010035",475
"1149","GO:0010038",160
"1150","GO:0010133",2
"1151","GO:0010154",79
"1152","GO:0010165",288
"1153","GO:0010181",1
"1154","GO:0010212",534
"1155","GO:0010228",76
"1156","GO:0010243",81
"1157","GO:0010256",95
"1158","GO:0010272",80
"1159","GO:0010273",80
"1160","GO:0010275",76
"1161","GO:0010309",76
"1162","GO:0010325",3
"1163","GO:0010331",3
"1164","GO:0010340",40
"1165","GO:0010466",37
"1166","GO:0010467",7552
"1167","GO:0010468",2048
"1168","GO:0010476",3
"1169","GO:0010487",1
"1170","GO:0010498",84
"1171","GO:0010501",82
"1172","GO:0010506",37
"1173","GO:0010528",1
"1174","GO:0010556",1802
"1175","GO:0010557",410
"1176","GO:0010558",904
"1177","GO:0010562",6
"1178","GO:0010563",41
"1179","GO:0010564",122
"1180","GO:0010565",83
"1181","GO:0010569",6
"1182","GO:0010570",76
"1183","GO:0010591",1
"1184","GO:0010604",536
"1185","GO:0010605",1274
"1186","GO:0010608",654
"1187","GO:0010628",410
"1188","GO:0010629",1147
"1189","GO:0010639",1
"1190","GO:0010646",10
"1191","GO:0010647",10
"1192","GO:0010675",81
"1193","GO:0010677",81
"1194","GO:0010721",41
"1195","GO:0010769",1
"1196","GO:0010876",244
"1197","GO:0010906",81
"1198","GO:0010911",1
"1199","GO:0010921",41
"1200","GO:0010923",41
"1201","GO:0010941",44
"1202","GO:0010942",44
"1203","GO:0010948",41
"1204","GO:0010951",37
"1205","GO:0010962",81
"1206","GO:0010975",1
"1207","GO:0012501",148
"1208","GO:0012505",353
"1209","GO:0014070",5
"1210","GO:0014074",1
"1211","GO:0014910",1
"1212","GO:0014911",1
"1213","GO:0015002",82
"1214","GO:0015031",324
"1215","GO:0015036",36
"1216","GO:0015074",19
"1217","GO:0015075",773
"1218","GO:0015077",655
"1219","GO:0015078",649
"1220","GO:0015079",1
"1221","GO:0015080",80
"1222","GO:0015081",5
"1223","GO:0015103",44
"1224","GO:0015116",44
"1225","GO:0015144",2
"1226","GO:0015145",1
"1227","GO:0015149",1
"1228","GO:0015166",1
"1229","GO:0015171",41
"1230","GO:0015175",36
"1231","GO:0015179",37
"1232","GO:0015190",36
"1233","GO:0015205",2
"1234","GO:0015211",2
"1235","GO:0015221",79
"1236","GO:0015238",36
"1237","GO:0015267",1
"1238","GO:0015291",214
"1239","GO:0015293",213
"1240","GO:0015294",131
"1241","GO:0015295",126
"1242","GO:0015296",44
"1243","GO:0015297",1
"1244","GO:0015318",773
"1245","GO:0015370",5
"1246","GO:0015389",2
"1247","GO:0015390",2
"1248","GO:0015391",2
"1249","GO:0015399",883
"1250","GO:0015405",801
"1251","GO:0015437",79
"1252","GO:0015440",80
"1253","GO:0015450",80
"1254","GO:0015453",82
"1255","GO:0015462",80
"1256","GO:0015616",170
"1257","GO:0015628",80
"1258","GO:0015630",37
"1259","GO:0015631",37
"1260","GO:0015647",2
"1261","GO:0015648",2
"1262","GO:0015658",36
"1263","GO:0015662",80
"1264","GO:0015669",1
"1265","GO:0015671",1
"1266","GO:0015672",655
"1267","GO:0015684",80
"1268","GO:0015698",44
"1269","GO:0015711",244
"1270","GO:0015718",3
"1271","GO:0015749",1
"1272","GO:0015791",1
"1273","GO:0015798",1
"1274","GO:0015803",36
"1275","GO:0015804",160
"1276","GO:0015807",37
"1277","GO:0015820",36
"1278","GO:0015824",3
"1279","GO:0015833",606
"1280","GO:0015835",82
"1281","GO:0015836",2
"1282","GO:0015849",244
"1283","GO:0015850",1
"1284","GO:0015851",2
"1285","GO:0015855",2
"1286","GO:0015858",3
"1287","GO:0015860",2
"1288","GO:0015864",2
"1289","GO:0015893",157
"1290","GO:0015908",3
"1291","GO:0015912",3
"1292","GO:0015920",159
"1293","GO:0015922",82
"1294","GO:0015931",3
"1295","GO:0015932",3
"1296","GO:0015934",1280
"1297","GO:0015935",815
"1298","GO:0015936",160
"1299","GO:0015937",160
"1300","GO:0015939",37
"1301","GO:0015940",37
"1302","GO:0015949",608
"1303","GO:0015968",80
"1304","GO:0015969",80
"1305","GO:0015976",123
"1306","GO:0015980",839
"1307","GO:0015985",401
"1308","GO:0015986",401
"1309","GO:0015988",82
"1310","GO:0015990",82
"1311","GO:0016020",6085
"1312","GO:0016021",2206
"1313","GO:0016024",80
"1314","GO:0016032",163
"1315","GO:0016034",40
"1316","GO:0016036",80
"1317","GO:0016042",25
"1318","GO:0016043",3914
"1319","GO:0016049",1
"1320","GO:0016051",734
"1321","GO:0016052",189
"1322","GO:0016053",3031
"1323","GO:0016054",824
"1324","GO:0016070",5547
"1325","GO:0016071",573
"1326","GO:0016072",1436
"1327","GO:0016075",80
"1328","GO:0016093",80
"1329","GO:0016094",80
"1330","GO:0016114",40
"1331","GO:0016149",41
"1332","GO:0016150",80
"1333","GO:0016151",161
"1334","GO:0016192",1
"1335","GO:0016209",80
"1336","GO:0016211",80
"1337","GO:0016226",123
"1338","GO:0016241",37
"1339","GO:0016259",1
"1340","GO:0016260",1
"1341","GO:0016289",80
"1342","GO:0016300",81
"1343","GO:0016301",1356
"1344","GO:0016310",1797
"1345","GO:0016311",483
"1346","GO:0016319",37
"1347","GO:0016324",38
"1348","GO:0016404",81
"1349","GO:0016407",126
"1350","GO:0016408",1
"1351","GO:0016410",172
"1352","GO:0016415",80
"1353","GO:0016417",124
"1354","GO:0016418",80
"1355","GO:0016419",44
"1356","GO:0016420",44
"1357","GO:0016423",82
"1358","GO:0016426",1
"1359","GO:0016427",81
"1360","GO:0016433",1
"1361","GO:0016434",198
"1362","GO:0016435",161
"1363","GO:0016436",78
"1364","GO:0016462",3604
"1365","GO:0016465",80
"1366","GO:0016469",441
"1367","GO:0016477",4
"1368","GO:0016491",2486
"1369","GO:0016538",41
"1370","GO:0016556",44
"1371","GO:0016567",6
"1372","GO:0016597",41
"1373","GO:0016604",1
"1374","GO:0016607",1
"1375","GO:0016614",606
"1376","GO:0016615",80
"1377","GO:0016616",606
"1378","GO:0016620",166
"1379","GO:0016627",491
"1380","GO:0016628",207
"1381","GO:0016638",242
"1382","GO:0016641",82
"1383","GO:0016642",160
"1384","GO:0016645",48
"1385","GO:0016646",48
"1386","GO:0016651",120
"1387","GO:0016655",84
"1388","GO:0016667",97
"1389","GO:0016668",36
"1390","GO:0016671",61
"1391","GO:0016679",246
"1392","GO:0016682",246
"1393","GO:0016701",157
"1394","GO:0016702",157
"1395","GO:0016705",83
"1396","GO:0016708",1
"1397","GO:0016714",82
"1398","GO:0016721",80
"1399","GO:0016740",6956
"1400","GO:0016741",1183
"1401","GO:0016742",285
"1402","GO:0016744",160
"1403","GO:0016746",864
"1404","GO:0016747",703
"1405","GO:0016748",42
"1406","GO:0016749",42
"1407","GO:0016755",161
"1408","GO:0016757",1018
"1409","GO:0016758",329
"1410","GO:0016763",325
"1411","GO:0016765",572
"1412","GO:0016769",241
"1413","GO:0016772",3079
"1414","GO:0016773",824
"1415","GO:0016774",83
"1416","GO:0016775",79
"1417","GO:0016776",165
"1418","GO:0016778",230
"1419","GO:0016779",1415
"1420","GO:0016780",158
"1421","GO:0016781",81
"1422","GO:0016782",406
"1423","GO:0016783",323
"1424","GO:0016787",6719
"1425","GO:0016788",2114
"1426","GO:0016790",80
"1427","GO:0016791",483
"1428","GO:0016793",80
"1429","GO:0016794",80
"1430","GO:0016796",259
"1431","GO:0016798",194
"1432","GO:0016799",119
"1433","GO:0016810",535
"1434","GO:0016811",368
"1435","GO:0016813",78
"1436","GO:0016814",89
"1437","GO:0016817",3685
"1438","GO:0016818",3685
"1439","GO:0016829",1055
"1440","GO:0016830",460
"1441","GO:0016831",356
"1442","GO:0016832",80
"1443","GO:0016833",24
"1444","GO:0016835",484
"1445","GO:0016836",483
"1446","GO:0016840",30
"1447","GO:0016842",30
"1448","GO:0016846",160
"1449","GO:0016853",1106
"1450","GO:0016854",238
"1451","GO:0016855",81
"1452","GO:0016857",77
"1453","GO:0016859",142
"1454","GO:0016860",204
"1455","GO:0016861",204
"1456","GO:0016866",442
"1457","GO:0016868",159
"1458","GO:0016874",2002
"1459","GO:0016875",760
"1460","GO:0016879",1162
"1461","GO:0016880",80
"1462","GO:0016881",436
"1463","GO:0016882",81
"1464","GO:0016884",159
"1465","GO:0016886",80
"1466","GO:0016887",2401
"1467","GO:0016889",80
"1468","GO:0016891",242
"1469","GO:0016892",81
"1470","GO:0016893",242
"1471","GO:0016894",161
"1472","GO:0016895",94
"1473","GO:0016896",166
"1474","GO:0016903",166
"1475","GO:0016979",199
"1476","GO:0016987",83
"1477","GO:0016992",80
"1478","GO:0016999",664
"1479","GO:0017000",163
"1480","GO:0017001",100
"1481","GO:0017014",37
"1482","GO:0017053",80
"1483","GO:0017076",2162
"1484","GO:0017089",80
"1485","GO:0017110",76
"1486","GO:0017111",2923
"1487","GO:0017116",85
"1488","GO:0017117",4
"1489","GO:0017118",116
"1490","GO:0017144",3172
"1491","GO:0017148",451
"1492","GO:0017150",124
"1493","GO:0017151",81
"1494","GO:0017169",80
"1495","GO:0017171",320
"1496","GO:0018008",3
"1497","GO:0018065",320
"1498","GO:0018105",41
"1499","GO:0018106",79
"1500","GO:0018107",3
"1501","GO:0018108",41
"1502","GO:0018119",37
"1503","GO:0018130",5667
"1504","GO:0018131",80
"1505","GO:0018160",44
"1506","GO:0018193",706
"1507","GO:0018198",81
"1508","GO:0018201",3
"1509","GO:0018202",79
"1510","GO:0018205",356
"1511","GO:0018208",102
"1512","GO:0018209",41
"1513","GO:0018210",3
"1514","GO:0018212",41
"1515","GO:0018271",80
"1516","GO:0018364",80
"1517","GO:0018377",3
"1518","GO:0018904",2
"1519","GO:0019001",438
"1520","GO:0019003",80
"1521","GO:0019005",6
"1522","GO:0019012",27
"1523","GO:0019015",3
"1524","GO:0019028",21
"1525","GO:0019030",21
"1526","GO:0019038",3
"1527","GO:0019042",83
"1528","GO:0019043",3
"1529","GO:0019045",83
"1530","GO:0019046",83
"1531","GO:0019058",80
"1532","GO:0019068",80
"1533","GO:0019103",43
"1534","GO:0019104",116
"1535","GO:0019107",3
"1536","GO:0019134",43
"1537","GO:0019136",81
"1538","GO:0019144",120
"1539","GO:0019146",80
"1540","GO:0019159",40
"1541","GO:0019168",80
"1542","GO:0019184",110
"1543","GO:0019200",120
"1544","GO:0019202",3
"1545","GO:0019205",246
"1546","GO:0019206",161
"1547","GO:0019207",41
"1548","GO:0019210",41
"1549","GO:0019216",83
"1550","GO:0019217",3
"1551","GO:0019219",1309
"1552","GO:0019220",47
"1553","GO:0019222",2614
"1554","GO:0019238",5
"1555","GO:0019239",84
"1556","GO:0019243",80
"1557","GO:0019262",77
"1558","GO:0019264",1
"1559","GO:0019294",80
"1560","GO:0019299",1
"1561","GO:0019300",1
"1562","GO:0019305",1
"1563","GO:0019318",235
"1564","GO:0019319",119
"1565","GO:0019320",37
"1566","GO:0019321",80
"1567","GO:0019344",48
"1568","GO:0019355",126
"1569","GO:0019359",360
"1570","GO:0019362",600
"1571","GO:0019363",360
"1572","GO:0019372",81
"1573","GO:0019395",2
"1574","GO:0019400",82
"1575","GO:0019417",80
"1576","GO:0019430",80
"1577","GO:0019438",4893
"1578","GO:0019439",1256
"1579","GO:0019464",116
"1580","GO:0019482",36
"1581","GO:0019509",124
"1582","GO:0019538",5864
"1583","GO:0019541",104
"1584","GO:0019543",23
"1585","GO:0019585",36
"1586","GO:0019626",23
"1587","GO:0019629",23
"1588","GO:0019632",160
"1589","GO:0019637",3837
"1590","GO:0019640",36
"1591","GO:0019646",247
"1592","GO:0019674",243
"1593","GO:0019676",80
"1594","GO:0019679",81
"1595","GO:0019682",160
"1596","GO:0019692",321
"1597","GO:0019693",2207
"1598","GO:0019720",4
"1599","GO:0019725",81
"1600","GO:0019730",37
"1601","GO:0019740",83
"1602","GO:0019747",80
"1603","GO:0019748",1
"1604","GO:0019751",162
"1605","GO:0019752",5701
"1606","GO:0019805",44
"1607","GO:0019825",1
"1608","GO:0019828",37
"1609","GO:0019829",441
"1610","GO:0019835",2
"1611","GO:0019836",2
"1612","GO:0019840",3
"1613","GO:0019842",626
"1614","GO:0019843",843
"1615","GO:0019852",36
"1616","GO:0019853",36
"1617","GO:0019856",4
"1618","GO:0019860",7
"1619","GO:0019867",224
"1620","GO:0019877",205
"1621","GO:0019887",41
"1622","GO:0019897",92
"1623","GO:0019898",133
"1624","GO:0019899",604
"1625","GO:0019904",278
"1626","GO:0019941",4
"1627","GO:0019953",126
"1628","GO:0019954",121
"1629","GO:0019985",2
"1630","GO:0019988",44
"1631","GO:0020012",4
"1632","GO:0020037",165
"1633","GO:0021700",41
"1634","GO:0022008",1
"1635","GO:0022402",403
"1636","GO:0022411",283
"1637","GO:0022412",41
"1638","GO:0022414",326
"1639","GO:0022417",79
"1640","GO:0022603",244
"1641","GO:0022604",243
"1642","GO:0022607",2780
"1643","GO:0022610",4
"1644","GO:0022611",80
"1645","GO:0022613",2650
"1646","GO:0022616",162
"1647","GO:0022618",1691
"1648","GO:0022625",1280
"1649","GO:0022626",2013
"1650","GO:0022627",733
"1651","GO:0022803",1
"1652","GO:0022804",1097
"1653","GO:0022838",1
"1654","GO:0022853",521
"1655","GO:0022857",1497
"1656","GO:0022884",320
"1657","GO:0022890",735
"1658","GO:0022900",527
"1659","GO:0022904",411
"1660","GO:0023014",79
"1661","GO:0023051",10
"1662","GO:0023052",274
"1663","GO:0023056",10
"1664","GO:0030001",167
"1665","GO:0030027",1
"1666","GO:0030029",1
"1667","GO:0030030",81
"1668","GO:0030031",80
"1669","GO:0030036",1
"1670","GO:0030060",80
"1671","GO:0030097",2
"1672","GO:0030099",2
"1673","GO:0030141",1
"1674","GO:0030145",397
"1675","GO:0030154",44
"1676","GO:0030162",37
"1677","GO:0030163",325
"1678","GO:0030164",80
"1679","GO:0030170",382
"1680","GO:0030182",1
"1681","GO:0030203",855
"1682","GO:0030223",2
"1683","GO:0030234",406
"1684","GO:0030246",75
"1685","GO:0030247",75
"1686","GO:0030258",2
"1687","GO:0030288",715
"1688","GO:0030291",41
"1689","GO:0030312",542
"1690","GO:0030313",858
"1691","GO:0030334",1
"1692","GO:0030335",1
"1693","GO:0030371",80
"1694","GO:0030389",1
"1695","GO:0030392",1
"1696","GO:0030393",1
"1697","GO:0030397",41
"1698","GO:0030414",37
"1699","GO:0030424",1
"1700","GO:0030426",1
"1701","GO:0030427",1
"1702","GO:0030428",40
"1703","GO:0030447",81
"1704","GO:0030488",421
"1705","GO:0030490",323
"1706","GO:0030496",1
"1707","GO:0030497",40
"1708","GO:0030523",80
"1709","GO:0030541",80
"1710","GO:0030554",1765
"1711","GO:0030582",4
"1712","GO:0030584",4
"1713","GO:0030674",4
"1714","GO:0030677",80
"1715","GO:0030681",80
"1716","GO:0030682",4
"1717","GO:0030727",41
"1718","GO:0030728",81
"1719","GO:0030832",1
"1720","GO:0030833",1
"1721","GO:0030837",1
"1722","GO:0030851",2
"1723","GO:0030880",202
"1724","GO:0030894",80
"1725","GO:0030955",82
"1726","GO:0030976",80
"1727","GO:0031012",4
"1728","GO:0031071",80
"1729","GO:0031090",204
"1730","GO:0031118",81
"1731","GO:0031119",124
"1732","GO:0031123",80
"1733","GO:0031124",80
"1734","GO:0031146",4
"1735","GO:0031163",123
"1736","GO:0031167",514
"1737","GO:0031175",1
"1738","GO:0031177",80
"1739","GO:0031224",2478
"1740","GO:0031225",231
"1741","GO:0031226",2192
"1742","GO:0031230",45
"1743","GO:0031233",164
"1744","GO:0031234",81
"1745","GO:0031241",41
"1746","GO:0031246",41
"1747","GO:0031248",3
"1748","GO:0031249",80
"1749","GO:0031252",1
"1750","GO:0031297",167
"1751","GO:0031323",2165
"1752","GO:0031324",948
"1753","GO:0031325",536
"1754","GO:0031326",1846
"1755","GO:0031327",907
"1756","GO:0031328",410
"1757","GO:0031329",77
"1758","GO:0031331",40
"1759","GO:0031333",1
"1760","GO:0031341",37
"1761","GO:0031343",37
"1762","GO:0031344",1
"1763","GO:0031365",6
"1764","GO:0031399",47
"1765","GO:0031400",41
"1766","GO:0031401",6
"1767","GO:0031403",80
"1768","GO:0031405",160
"1769","GO:0031406",530
"1770","GO:0031410",1
"1771","GO:0031420",162
"1772","GO:0031421",120
"1773","GO:0031461",6
"1774","GO:0031522",239
"1775","GO:0031554",321
"1776","GO:0031564",321
"1777","GO:0031597",241
"1778","GO:0031640",39
"1779","GO:0031644",1
"1780","GO:0031646",1
"1781","GO:0031647",138
"1782","GO:0031667",402
"1783","GO:0031668",650
"1784","GO:0031669",242
"1785","GO:0031670",1
"1786","GO:0031915",1
"1787","GO:0031965",37
"1788","GO:0031967",349
"1789","GO:0031974",475
"1790","GO:0031975",1207
"1791","GO:0031976",76
"1792","GO:0031981",474
"1793","GO:0031982",1
"1794","GO:0031983",1
"1795","GO:0031984",155
"1796","GO:0032055",80
"1797","GO:0032153",368
"1798","GO:0032154",1
"1799","GO:0032155",1
"1800","GO:0032196",12
"1801","GO:0032259",1057
"1802","GO:0032267",41
"1803","GO:0032268",662
"1804","GO:0032269",492
"1805","GO:0032270",127
"1806","GO:0032271",1
"1807","GO:0032272",1
"1808","GO:0032296",82
"1809","GO:0032299",80
"1810","GO:0032300",81
"1811","GO:0032359",83
"1812","GO:0032392",408
"1813","GO:0032446",6
"1814","GO:0032465",81
"1815","GO:0032501",276
"1816","GO:0032502",324
"1817","GO:0032504",122
"1818","GO:0032505",121
"1819","GO:0032506",241
"1820","GO:0032508",408
"1821","GO:0032535",42
"1822","GO:0032549",427
"1823","GO:0032550",384
"1824","GO:0032551",43
"1825","GO:0032553",2072
"1826","GO:0032555",2028
"1827","GO:0032557",43
"1828","GO:0032559",1685
"1829","GO:0032561",384
"1830","GO:0032774",861
"1831","GO:0032775",80
"1832","GO:0032780",1
"1833","GO:0032781",80
"1834","GO:0032784",80
"1835","GO:0032787",1864
"1836","GO:0032790",41
"1837","GO:0032870",3
"1838","GO:0032879",38
"1839","GO:0032880",38
"1840","GO:0032881",81
"1841","GO:0032885",81
"1842","GO:0032940",244
"1843","GO:0032954",81
"1844","GO:0032955",81
"1845","GO:0032956",1
"1846","GO:0032970",1
"1847","GO:0032973",121
"1848","GO:0032978",238
"1849","GO:0032984",242
"1850","GO:0032988",41
"1851","GO:0032989",1
"1852","GO:0032990",1
"1853","GO:0032991",6580
"1854","GO:0032993",364
"1855","GO:0033013",129
"1856","GO:0033014",129
"1857","GO:0033036",770
"1858","GO:0033037",80
"1859","GO:0033043",42
"1860","GO:0033177",160
"1861","GO:0033178",281
"1862","GO:0033198",1
"1863","GO:0033202",7
"1864","GO:0033218",703
"1865","GO:0033220",80
"1866","GO:0033228",121
"1867","GO:0033238",80
"1868","GO:0033267",1
"1869","GO:0033293",482
"1870","GO:0033317",37
"1871","GO:0033345",80
"1872","GO:0033359",44
"1873","GO:0033365",159
"1874","GO:0033383",40
"1875","GO:0033384",40
"1876","GO:0033542",1
"1877","GO:0033543",1
"1878","GO:0033554",2745
"1879","GO:0033559",81
"1880","GO:0033567",80
"1881","GO:0033673",41
"1882","GO:0033676",2
"1883","GO:0033677",80
"1884","GO:0033680",80
"1885","GO:0033692",413
"1886","GO:0033785",80
"1887","GO:0033786",80
"1888","GO:0033818",3
"1889","GO:0033819",80
"1890","GO:0033865",436
"1891","GO:0033866",276
"1892","GO:0033875",436
"1893","GO:0033984",80
"1894","GO:0033993",79
"1895","GO:0034023",80
"1896","GO:0034030",276
"1897","GO:0034032",436
"1898","GO:0034033",276
"1899","GO:0034035",80
"1900","GO:0034040",159
"1901","GO:0034061",161
"1902","GO:0034062",283
"1903","GO:0034097",37
"1904","GO:0034203",2
"1905","GO:0034204",2
"1906","GO:0034212",3
"1907","GO:0034214",1
"1908","GO:0034219",2
"1909","GO:0034220",1056
"1910","GO:0034227",402
"1911","GO:0034248",614
"1912","GO:0034249",451
"1913","GO:0034250",121
"1914","GO:0034308",81
"1915","GO:0034309",81
"1916","GO:0034337",44
"1917","GO:0034341",37
"1918","GO:0034353",80
"1919","GO:0034357",76
"1920","GO:0034394",2
"1921","GO:0034404",926
"1922","GO:0034440",2
"1923","GO:0034458",85
"1924","GO:0034470",3080
"1925","GO:0034471",161
"1926","GO:0034599",160
"1927","GO:0034605",117
"1928","GO:0034613",362
"1929","GO:0034614",160
"1930","GO:0034622",1790
"1931","GO:0034627",126
"1932","GO:0034628",126
"1933","GO:0034635",121
"1934","GO:0034637",413
"1935","GO:0034641",14973
"1936","GO:0034644",80
"1937","GO:0034645",6471
"1938","GO:0034654",3766
"1939","GO:0034655",1052
"1940","GO:0034656",80
"1941","GO:0034660",3922
"1942","GO:0034661",80
"1943","GO:0034755",80
"1944","GO:0034774",1
"1945","GO:0034775",121
"1946","GO:0035239",81
"1947","GO:0035295",81
"1948","GO:0035303",41
"1949","GO:0035305",41
"1950","GO:0035383",196
"1951","GO:0035384",116
"1952","GO:0035434",80
"1953","GO:0035442",80
"1954","GO:0035443",121
"1955","GO:0035556",79
"1956","GO:0035561",6
"1957","GO:0035562",6
"1958","GO:0035596",79
"1959","GO:0035597",79
"1960","GO:0035600",79
"1961","GO:0035605",37
"1962","GO:0035606",37
"1963","GO:0035639",1909
"1964","GO:0035672",201
"1965","GO:0035673",80
"1966","GO:0035690",81
"1967","GO:0035725",5
"1968","GO:0035770",1
"1969","GO:0035821",119
"1970","GO:0035966",80
"1971","GO:0036009",80
"1972","GO:0036094",3870
"1973","GO:0036103",3
"1974","GO:0036104",3
"1975","GO:0036176",76
"1976","GO:0036177",76
"1977","GO:0036178",76
"1978","GO:0036187",76
"1979","GO:0036211",1594
"1980","GO:0036218",80
"1981","GO:0036221",80
"1982","GO:0036230",1
"1983","GO:0036244",76
"1984","GO:0036245",80
"1985","GO:0036289",41
"1986","GO:0036308",80
"1987","GO:0036361",81
"1988","GO:0036442",281
"1989","GO:0036464",1
"1990","GO:0038023",81
"1991","GO:0039620",21
"1992","GO:0040007",238
"1993","GO:0040008",76
"1994","GO:0040011",323
"1995","GO:0040012",1
"1996","GO:0040017",1
"1997","GO:0042030",1
"1998","GO:0042060",30
"1999","GO:0042119",1
"2000","GO:0042133",314
"2001","GO:0042135",118
"2002","GO:0042136",1
"2003","GO:0042150",80
"2004","GO:0042157",84
"2005","GO:0042158",84
"2006","GO:0042162",195
"2007","GO:0042168",129
"2008","GO:0042173",1
"2009","GO:0042175",2
"2010","GO:0042176",80
"2011","GO:0042180",316
"2012","GO:0042181",236
"2013","GO:0042182",80
"2014","GO:0042221",1243
"2015","GO:0042254",2650
"2016","GO:0042255",1691
"2017","GO:0042273",681
"2018","GO:0042274",1172
"2019","GO:0042276",1
"2020","GO:0042277",376
"2021","GO:0042278",246
"2022","GO:0042301",81
"2023","GO:0042304",3
"2024","GO:0042325",47
"2025","GO:0042326",41
"2026","GO:0042327",6
"2027","GO:0042357",80
"2028","GO:0042364",967
"2029","GO:0042381",30
"2030","GO:0042391",1
"2031","GO:0042398",305
"2032","GO:0042401",354
"2033","GO:0042430",317
"2034","GO:0042435",317
"2035","GO:0042440",133
"2036","GO:0042451",166
"2037","GO:0042454",80
"2038","GO:0042455",410
"2039","GO:0042493",561
"2040","GO:0042542",159
"2041","GO:0042545",80
"2042","GO:0042546",684
"2043","GO:0042558",163
"2044","GO:0042559",158
"2045","GO:0042562",3
"2046","GO:0042575",207
"2047","GO:0042578",645
"2048","GO:0042592",83
"2049","GO:0042594",401
"2050","GO:0042597",793
"2051","GO:0042623",1992
"2052","GO:0042625",521
"2053","GO:0042626",801
"2054","GO:0042651",76
"2055","GO:0042723",199
"2056","GO:0042724",160
"2057","GO:0042726",126
"2058","GO:0042727",126
"2059","GO:0042737",424
"2060","GO:0042742",156
"2061","GO:0042759",81
"2062","GO:0042773",166
"2063","GO:0042775",84
"2064","GO:0042783",4
"2065","GO:0042802",4201
"2066","GO:0042803",747
"2067","GO:0042816",205
"2068","GO:0042819",205
"2069","GO:0042822",205
"2070","GO:0042823",205
"2071","GO:0042839",36
"2072","GO:0042840",36
"2073","GO:0042866",153
"2074","GO:0042883",121
"2075","GO:0042886",606
"2076","GO:0042887",319
"2077","GO:0042891",80
"2078","GO:0042938",80
"2079","GO:0042939",121
"2080","GO:0042968",36
"2081","GO:0042970",36
"2082","GO:0042979",80
"2083","GO:0042981",43
"2084","GO:0042995",602
"2085","GO:0043005",1
"2086","GO:0043021",712
"2087","GO:0043022",437
"2088","GO:0043023",157
"2089","GO:0043024",319
"2090","GO:0043038",879
"2091","GO:0043039",879
"2092","GO:0043043",3570
"2093","GO:0043047",195
"2094","GO:0043065",43
"2095","GO:0043067",43
"2096","GO:0043068",43
"2097","GO:0043085",248
"2098","GO:0043086",159
"2099","GO:0043093",121
"2100","GO:0043094",289
"2101","GO:0043096",4
"2102","GO:0043097",80
"2103","GO:0043101",4
"2104","GO:0043102",124
"2105","GO:0043137",80
"2106","GO:0043138",6
"2107","GO:0043140",4
"2108","GO:0043142",97
"2109","GO:0043161",4
"2110","GO:0043163",142
"2111","GO:0043165",142
"2112","GO:0043167",5750
"2113","GO:0043168",3527
"2114","GO:0043169",3105
"2115","GO:0043170",13339
"2116","GO:0043171",81
"2117","GO:0043174",84
"2118","GO:0043175",201
"2119","GO:0043177",530
"2120","GO:0043190",200
"2121","GO:0043207",312
"2122","GO:0043213",80
"2123","GO:0043224",4
"2124","GO:0043226",4004
"2125","GO:0043227",1003
"2126","GO:0043228",3437
"2127","GO:0043229",3483
"2128","GO:0043231",1003
"2129","GO:0043232",2916
"2130","GO:0043233",475
"2131","GO:0043244",321
"2132","GO:0043254",84
"2133","GO:0043255",81
"2134","GO:0043273",80
"2135","GO:0043299",1
"2136","GO:0043312",1
"2137","GO:0043335",240
"2138","GO:0043412",3824
"2139","GO:0043413",78
"2140","GO:0043414",1054
"2141","GO:0043436",5745
"2142","GO:0043446",80
"2143","GO:0043448",80
"2144","GO:0043457",76
"2145","GO:0043462",162
"2146","GO:0043467",157
"2147","GO:0043487",40
"2148","GO:0043492",801
"2149","GO:0043531",41
"2150","GO:0043543",6
"2151","GO:0043545",4
"2152","GO:0043549",41
"2153","GO:0043555",161
"2154","GO:0043562",1
"2155","GO:0043565",644
"2156","GO:0043590",1
"2157","GO:0043603",4531
"2158","GO:0043604",4284
"2159","GO:0043621",1
"2160","GO:0043624",201
"2161","GO:0043631",80
"2162","GO:0043632",4
"2163","GO:0043647",80
"2164","GO:0043648",978
"2165","GO:0043650",413
"2166","GO:0043711",80
"2167","GO:0043771",80
"2168","GO:0043874",80
"2169","GO:0043891",80
"2170","GO:0043900",81
"2171","GO:0043901",41
"2172","GO:0043902",40
"2173","GO:0043903",37
"2174","GO:0043906",80
"2175","GO:0043918",1
"2176","GO:0043933",2356
"2177","GO:0043937",1
"2178","GO:0043938",1
"2179","GO:0043952",239
"2180","GO:0044003",39
"2181","GO:0044004",39
"2182","GO:0044036",607
"2183","GO:0044038",607
"2184","GO:0044057",1
"2185","GO:0044068",37
"2186","GO:0044085",4342
"2187","GO:0044087",245
"2188","GO:0044091",142
"2189","GO:0044092",165
"2190","GO:0044093",248
"2191","GO:0044106",354
"2192","GO:0044179",2
"2193","GO:0044182",81
"2194","GO:0044183",160
"2195","GO:0044205",4
"2196","GO:0044208",81
"2197","GO:0044212",366
"2198","GO:0044237",21434
"2199","GO:0044238",19351
"2200","GO:0044242",25
"2201","GO:0044248",2406
"2202","GO:0044249",13407
"2203","GO:0044255",1700
"2204","GO:0044257",245
"2205","GO:0044260",10466
"2206","GO:0044262",615
"2207","GO:0044264",413
"2208","GO:0044265",777
